short_id	faixa	marca	classe	categoria	nome	numero	evidencias	praise	texto	pdf_id
01fc	sem_louvor	✓	criar_praise	Cifra	Jesus é real				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlNtVnpkWE1ndzZrZ2NtVmhiQzlEYVdaeVlTNXdaR1k9LnBkZg==
01fe	ambiguo	✓	(sem texto)	Partitura	Jesus, Senhor, Me Chego a Ti (Eu Venho Como Estou)		nome~	8d577ae1		QXZ1bHNvcy8xMDg4LnBkZg==
0200	ambiguo	✓	adicionar_material	Partitura	Jesus, a luz divina (Coro Masculino)		nome~	9ca6dfcb	Adicionar como choir	QXZ1bHNvcy9EcExJQ00gLSBKZXN1cywgYSBsdXogZGl2aW5hIC0gQ29ybyBNYXNjdWxpbm8ucGRm
0201	ambiguo	✗	criar_praise	Cifra	Jesus, o Pão da Vida		nome~	08a66eb2	Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlNtVnpkWE1zSUc4Z1VNT2pieUJrWVNCV2FXUmhMME5wWm5KaExuQmtaZz09LnBkZg==
0202	ambiguo	✓	manter_coldigom	Cifra	Jesus, o mistério revelado		num+slug	2de7624a	Manter coldigom	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlNtVnpkWE1zSUc4Z2JXbHpkTU9wY21sdklISmxkbVZzWVdSdkwwTnBabkpoTG5Ca1pnPT0ucGRm
0203	sem_louvor	✓	criar_praise	Cifra	Jesus, prometeste				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlNtVnpkWE1zSUhCeWIyMWxkR1Z6ZEdVdlEybG1jbUV1Y0dSbS5wZGY=
0204	media	✓	manter_coldigom	Cifra	Jesus, somente tu		nome+kind-unico	6d640ad0	Manter coldigom	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlNtVnpkWE1zSUhOdmJXVnVkR1VnZEhVdlEybG1jbUV1Y0dSbS5wZGY=
0205	ambiguo	✓	(sem texto)	Partitura	Jesus, somente tu		nome	6d640ad0		QXZ1bHNvcy80NzYucGRm
0206	sem_louvor	✓	criar_praise	Cifra	Jesus, teu ser já me atraiu				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlNtVnpkWE1zSUhSbGRTQnpaWElnYXNPaElHMWxJR0YwY21GcGRTOURhV1p5WVM1d1pHWT0ucGRm
0207	sem_louvor	✓	criar_praise	Cifra	Jovem cristão				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlNtOTJaVzBnWTNKcGMzVERvMjh2UTJsbWNtRXVjR1JtLnBkZg==
0208	media	✓	(sem texto)	Partitura	João Viu o Trono (Jerusalém)		nome~+kind-unico	af87e463		QXZ1bHNvcy80NDMucGRm
0209	faltante	✓	adicionar_material	Cifra	Junto a ti		nome	457a86bc	adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlNuVnVkRzhnWVNCMGFTOURhV1p5WVM1d1pHWT0ucGRm
020a	media	✓	adicionar_material	Partitura	Junto a ti		nome+kind-unico	457a86bc	Adicionar como choir	QXZ1bHNvcy80ODQucGRm
020b	sem_louvor	✓	criar_praise	Cifra	Juntos estamos aqui				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlNuVnVkRzl6SUdWemRHRnRiM01nWVhGMWFTOURhV1p5WVM1d1pHWT0ucGRm
020c	sem_louvor	✓	criar_praise	Cifra	Juramento de Rute				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlNuVnlZVzFsYm5SdklHUmxJRkoxZEdVdlEybG1jbUV1Y0dSbS5wZGY=
020e	alta	✓	(sem texto)	Partitura	Justos e Santos		nome+hash	70885179		QXZ1bHNvcy80OTIucGRm
020f	media	✓	(sem texto)	Partitura	Já Andaste Só, Em Tristezas (Deixa o Salvador Te Ajudar)		hash-so	057662e5		QXZ1bHNvcy8yNDEucGRm
0210	media	✓	(sem texto)	Partitura	Já Posso Ouvir o Som (No Clamor Da Noite)		nome~+hash	d51a5e7a		QXZ1bHNvcy81OTEucGRm
0211	faltante	✓	adicionar_junto_com	Cifra	Já posso ouvir o som		nome	d51a5e7a	adicionar Cifra junto com 0210	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlNzT2hJSEJ2YzNOdklHOTFkbWx5SUc4Z2MyOXRMME5wWm5KaExuQmtaZz09LnBkZg==
0212	ambiguo	✓	nao_levar	Cifra	Já refulge a Glória Eterna		num	52ca551a	Não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlNzT2hJSEpsWm5Wc1oyVWdZU0JIYk1PemNtbGhJRVYwWlhKdVlTOURhV1p5WVM1d1pHWT0ucGRm
0213	sem_louvor	·	criar_praise	Cifra	Lamento de Israel				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRHRnRaVzUwYnlCa1pTQkpjM0poWld3dlEybG1jbUV1Y0dSbS5wZGY=
0214	sem_louvor	·	criar_praise	Cifra	Lança o teu cuidado				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRHRnV3NmRoSUc4Z2RHVjFJR04xYVdSaFpHOHZRMmxtY21FdWNHUm0ucGRm
0215	sem_louvor	·	criar_praise	Cifra	Lar de fé				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRHRnlJR1JsSUdiRHFTOURhV1p5WVM1d1pHWT0ucGRm
0219	sem_louvor	·	criar_praise	Cifra	Louvado seja, Senhor, teu nome				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRHOTFkbUZrYnlCelpXcGhMQ0JUWlc1b2IzSXNJSFJsZFNCdWIyMWxMME5wWm5KaExuQmtaZz09LnBkZg==
021a	media	✓	adicionar_material	Partitura	Louvai a Deus Senhor		nome+kind-unico	fdd87b2e	adicionar como choir	QXZ1bHNvcy81MDQucGRm
021b	ambiguo	✗	criar_praise	Cifra	Louvamos-te		nome~	e8934a59	Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRHOTFkbUZ0YjNNdGRHVXZRMmxtY21FdWNHUm0ucGRm
021c	media	✓	nao_levar	Partitura	Louvamos-te, ó Deus		num+kind-unico	e8934a59	Não precisa levar	QXZ1bHNvcy81MTAucGRm
021d	media	✗	criar_praise	Cifra	Louvar a Deus, Senhor		nome~+classe	fdd87b2e	Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRHOTFkbUZ5SUdFZ1JHVjFjeXdnVTJWdWFHOXlMME5wWm5KaExuQmtaZz09LnBkZg==
021e	sem_louvor	·	criar_praise	Cifra	Louvar em meio às provas				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRHOTFkbUZ5SUdWdElHMWxhVzhndzZCeklIQnliM1poY3k5RGFXWnlZUzV3WkdZPS5wZGY=
021f	media	✓	adicionar_junto_com	Cifra	Louvarei Sempre Ao Senhor (Salmo 86)		nome~	b96e0052	adicionar como Cifra junto com 0220	YXNzZXRzL0F2dWxzb3MgRGl2ZXJzb3MvUVdScFkybHZibUZrYjNNdlUyRnNiVzl6SURnMklDaE1iM1YyWVhKbGFTQnpaVzF3Y21VZ1lXOGdVMlZ1YUc5eUtTOURhV1p5WVM1d1pHWT0ucGRm
0220	media	✓	(sem texto)	Partitura	Louvarei Sempre Ao Senhor (Salmo 86)		nome~+hash	b96e0052		QXZ1bHNvcy84ODAucGRm
0221	sem_louvor	✓	criar_praise	Cifra	Louvo pra agradecer				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRHOTFkbThnY0hKaElHRm5jbUZrWldObGNpOURhV1p5WVM1d1pHWT0ucGRm
0222	faltante	✓	adicionar_junto_com	Cifra	Louvo-te, ó Deus		nome	1ee2cad7	adicionar como Cifra junto com 0223	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRHOTFkbTh0ZEdVc0lNT3pJRVJsZFhNdlEybG1jbUV1Y0dSbS5wZGY=
0223	ambiguo	✓	(sem texto)	Partitura	Louvo-te, ó Deus		nome	1ee2cad7		QXZ1bHNvcy81MjEucGRm
0224	ambiguo	✗	match_errado_criar_praise	Cifra	Louvor e glória		num	44ec5565	São louvores diferentes. Crie um novo praise pra isso.	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRHOTFkbTl5SUdVZ1oyekRzM0pwWVM5RGFXWnlZUzV3WkdZPS5wZGY=
0225	faltante	✗	criar_praise	Cifra	Louvor e honra		nome	754fa66a	Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRHOTFkbTl5SUdVZ2FHOXVjbUV2UTJsbWNtRXVjR1JtLnBkZg==
0226	media	·	nao_levar	Cifra	Lugar de oração		num+classe+kind-unico	00403a19	não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRIVm5ZWElnWkdVZ2IzSmh3NmZEbzI4dlEybG1jbUV1Y0dSbS5wZGY=
0227	ambiguo	✓	(sem texto)	Partitura	Lá No Céu Todos Cantam Aleluia!		num+slug			QXZ1bHNvcy8wMzQucGRm
0228	ambiguo	✓	nao_levar	Cifra	Lá está o meu tesouro		num	15444f1c	Não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRNT2hJR1Z6ZE1PaElHOGdiV1YxSUhSbGMyOTFjbTh2UTJsbWNtRXVjR1JtLnBkZg==
0229	faltante	·	nao_levar	Cifra	Lázaro		nome	5926edb5	não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRNT2hlbUZ5Ynk5RGFXWnlZUzV3WkdZPS5wZGY=
022a	sem_louvor	·	criar_praise	Cifra	Magnífico				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRXRm5ic090Wm1samJ5OURhV1p5WVM1d1pHWT0ucGRm
022b	sem_louvor	·	criar_praise	Cifra	Maior é o que está em mim				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRXRnBiM0lndzZrZ2J5QnhkV1VnWlhOMHc2RWdaVzBnYldsdEwwTnBabkpoTG5Ca1pnPT0ucGRm
022d	media	✓	nao_levar	Partitura	Mais Perto Quero Estar		num+kind-unico	8bcd44ec	Não precisa levar	QXZ1bHNvcy81MzAucGRm
022e	media	✓	adicionar_material	Partitura	Mais pureza		nome~+kind-unico	d6a8f0dc	adicionar como choir	QXZ1bHNvcy81MzEucGRm
022f	faltante	·	adicionar_junto_com	Cifra	Mais pureza da-me		nome	d6a8f0dc	adicionar como Cifra junto com 022e	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRXRnBjeUJ3ZFhKbGVtRWdaR0V0YldVdlEybG1jbUV1Y0dSbS5wZGY=
0230	ambiguo	✓	nao_levar	Cifra	Mais que maravilhoso		nome	fb8b74c6	Não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRXRnBjeUJ4ZFdVZ2JXRnlZWFpwYkdodmMyOHZRMmxtY21FdWNHUm0ucGRm
0231	ambiguo	✓	adicionar_material	Partitura	Mais que maravilhoso		nome	fb8b74c6	levar como choir	QXZ1bHNvcy81MzIucGRm
0232	ambiguo	·	nao_levar	Partitura	Maranata é o Grito		nome	90060ea3	não precisa levar	QXZ1bHNvcy9HTEdWIC0gTWFyYW5hdGEgZSBvIGdyaXRvIC0gQ09STy5wZGY=
0233	ambiguo	✓	nao_levar	Cifra	Maranata é o grito		nome	90060ea3	Não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRXRnlZVzVoZEdFZ3c2a2dieUJuY21sMGJ5OURhV1p5WVM1d1pHWT0ucGRm
0235	faltante	✗	criar_praise	Partitura	Maravilhoso		nome	2fbb38d6	Criar praise e adicionar como Choir	MzAxMDIwMjUvTWFyYXZpbGhvc28gLSBDb3JvLnBkZg==
0236	media	✓	adicionar_material	Cifra	Maravilhoso é servir a Deus		nome+kind-unico	6644f510	Adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRXRnlZWFpwYkdodmMyOGd3NmtnYzJWeWRtbHlJR0VnUkdWMWN5OURhV1p5WVM1d1pHWT0ucGRm
0237	sem_louvor	·	criar_praise	Cifra	Marcas do amor				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRXRnlZMkZ6SUdSdklHRnRiM0l2UTJsbWNtRXVjR1JtLnBkZg==
0239	sem_louvor	·	criar_praise	Cifra	Me rendo aos teus pés				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRXVWdjbVZ1Wkc4Z1lXOXpJSFJsZFhNZ2NNT3BjeTlEYVdaeVlTNXdaR1k9LnBkZg==
023a	media	✓	(sem texto)	Cifra	Me torna em teus braços (Adorador eu sou)		hash-so	080c3784		MDYxMTIwMjUvTWUgdG9ybmEgZW0gdGV1cyBicmHDp29zIChBZG9yYWRvciBldSBzb3UpL0NpZnJhLnBkZg==
023b	media	✓	(sem texto)	Partitura	Me torna em teus braços (Adorador eu sou)		hash-so	080c3784		MDYxMTIwMjUvTWUgdG9ybmEgZW0gdGV1cyBicmHDp29zIChBZG9yYWRvciBldSBzb3UpL1BhcnRpdHVyYS5wZGY=
023c	ambiguo	✓	nao_levar	Partitura	Medo Tens Que o Tentador Te Vá Vencer		num+slug		Não precisa levar	QXZ1bHNvcy81NDUucGRm
023d	media	✓	(sem texto)	Partitura	Mesmo Que o Caminho (Ele é a Minha Força)		hash-so	6c373901		QXZ1bHNvcy8yOTkucGRm
0240	ambiguo	✓	nao_levar	Cifra	Meu Deus vence batalhas		num	d97426b4	Não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRXVjFJRVJsZFhNZ2RtVnVZMlVnWW1GMFlXeG9ZWE12UTJsbWNtRXVjR1JtLnBkZg==
0241	ambiguo	✗	criar_praise	Cifra	Meu Deus, meu Pai		nome	c6bd51a8	Criar praise e adicionar como Cifra	YXNzZXRzL0F2dWxzb3MgRGl2ZXJzb3MvUVdScFkybHZibUZrYjNNdlRXVjFJRVJsZFhNc0lHMWxkU0JRWVdrdlEybG1jbUV1Y0dSbS5wZGY
0242	sem_louvor	✓	criar_praise	Cifra	Meu Jesus				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRXVjFJRXBsYzNWekwwTnBabkpoTG5Ca1pnPT0ucGRm
0245	sem_louvor	✓	criar_praise	Cifra	Meu lar				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRXVjFJR3hoY2k5RGFXWnlZUzV3WkdZPS5wZGY=
0246	sem_louvor	✓	criar_praise	Cifra	Meu pai (subimos a este lugar)				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRXVjFJSEJoYVNBb2MzVmlhVzF2Y3lCaElHVnpkR1VnYkhWbllYSXBMME5wWm5KaExuQmtaZz09LnBkZg==
0247	faltante	·	adicionar_junto_com	Cifra	Meu tributo		nome	f7ec4162	adicionar como Cifra junto com 0248	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRXVjFJSFJ5YVdKMWRHOHZRMmxtY21FdWNHUm0ucGRm
0248	ambiguo	✓	(sem texto)	Partitura	Meu tributo		nome	f7ec4162		QXZ1bHNvcy81NTUucGRm
0249	media	✓	(sem texto)	Partitura	Mil Glórias		nome+kind-unico	0a6fd94f		QXZ1bHNvcy81NTgucGRm
024a	faltante	✓	adicionar_material	Cifra	Mil glórias		nome	0a6fd94f	adicionar como Cifra 0249	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRXbHNJR2RzdzdOeWFXRnpMME5wWm5KaExuQmtaZz09LnBkZg==
024d	ambiguo	✓	(sem texto)	Partitura	Minha Possessão Eterna (Junto a Ti)		num+slug	1cd5b2d9		QXZ1bHNvcy80ODgucGRm
024e	sem_louvor	·	criar_praise	Cifra	Minha benção				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRXbHVhR0VnWW1WdXc2ZkRvMjh2UTJsbWNtRXVjR1JtLnBkZg==
024f	sem_louvor	·	criar_praise	Cifra	Minha esperança firme				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRXbHVhR0VnWlhOd1pYSmhic09uWVNCbWFYSnRaUzlEYVdaeVlTNXdaR1k9LnBkZg==
0250	ambiguo	✓	nao_levar	Cifra	Minha porção		num	7a60f97d	Não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRXbHVhR0VnY0c5eXc2ZkRvMjh2UTJsbWNtRXVjR1JtLnBkZg==
0251	sem_louvor	·	criar_praise	Cifra	Minha vida pertence a ti				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRXbHVhR0VnZG1sa1lTQndaWEowWlc1alpTQmhJSFJwTDBOcFpuSmhMbkJrWmc9PS5wZGY=
0252	sem_louvor	·	criar_praise	Cifra	Molda-me				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRXOXNaR0V0YldVdlEybG1jbUV1Y0dSbS5wZGY=
0254	media	✓	(sem texto)	Partitura	Mui Doce Soa Ao Coração (Nome Adorável)		nome~+hash	8984c91a		QXZ1bHNvcy81OTYucGRm
0255	media	✓	(sem texto)	Partitura	Muitas Vezes Nesta Vida (Nas Mãos de Cristo)		nome~+hash	de9962d5		QXZ1bHNvcy81ODMucGRm
0256	sem_louvor	✓	criar_praise	Cifra	Muitas vezes, Senhor				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRYVnBkR0Z6SUhabGVtVnpMQ0JUWlc1b2IzSXZRMmxtY21FdWNHUm0ucGRm
025a	sem_louvor	·	criar_praise	Cifra	Muitos vivem				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRYVnBkRzl6SUhacGRtVnRMME5wWm5KaExuQmtaZz09LnBkZg==
025c	media	✓	(sem texto)	Cifra	Na Eternidade com Deus (Num abrir e fechar de olhos)		nome~+classe+hash	a01acab2		MDYxMTIwMjUvTmEgRXRlcm5pZGFkZSBjb20gRGV1cyAoTnVtIGFicmlyIGUgZmVjaGFyIGRlIG9saG9zKS9DaWZyYS5wZGY=
025d	media	✓	(sem texto)	Partitura	Na Oração (Falar Com Deus)		hash-so	384dcfba		QXZ1bHNvcy8zNjgucGRm
025f	media	✓	(sem texto)	Partitura	Na batalha eu oro ao Senhor (A vitória da igreja)		hash-so	123ab1f5		QXZ1bHNvcy9OYSBiYXRhbGhhIGV1IG9ybyBhbyBTZW5ob3IgKEEgVml0b3JpYSBkYSBJZ3JlamEpIC0gQ29yby5wZGY=
0260	media	✓	(sem texto)	Cifra	Na batalha, eu oro ao Senhor (A vitória da igreja)		hash-so	123ab1f5		MDQxMTIwMjUvTmEgYmF0YWxoYSwgZXUgb3JvIGFvIFNlbmhvciAoQSB2aXTDs3JpYSBkYSBpZ3JlamEpL0NpZnJhLnBkZg==
0261	ambiguo	✓	(sem texto)	Gestos em Gravura	Na batalha, eu oro ao Senhor (A vitória da igreja)		hash-so			MDQxMTIwMjUvTmEgYmF0YWxoYSwgZXUgb3JvIGFvIFNlbmhvciAoQSB2aXTDs3JpYSBkYSBpZ3JlamEpL0dlc3RvcyBDSUFzLnBkZg==
0262	media	·	manter_coldigom	Cifra	Na estrada da vida		nome~+kind-unico	23e84d6c	Manter do Coldigom	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRtRWdaWE4wY21Ga1lTQmtZU0IyYVdSaEwwTnBabkpoTG5Ca1pnPT0ucGRm
0263	ambiguo	✓	nao_levar	Cifra	Na eternidade		num	997fbaf0	Não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRtRWdaWFJsY201cFpHRmtaUzlEYVdaeVlTNXdaR1k9LnBkZg==
0264	sem_louvor	✓	criar_praise	Cifra	Na vida há sempre um tempo				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRtRWdkbWxrWVNCb3c2RWdjMlZ0Y0hKbElIVnRJSFJsYlhCdkwwTnBabkpoTG5Ca1pnPT0ucGRm
0265	sem_louvor	✓	criar_praise	Cifra	Nada encontrará de bom				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRtRmtZU0JsYm1OdmJuUnlZWExEb1NCa1pTQmliMjB2UTJsbWNtRXVjR1JtLnBkZg==
0266	sem_louvor	✓	criar_praise	Cifra	Nas estrelas vejo a sua mão				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRtRnpJR1Z6ZEhKbGJHRnpJSFpsYW04Z1lTQnpkV0VnYmNPamJ5OURhV1p5WVM1d1pHWT0ucGRm
0267	sem_louvor	✓	criar_praise	Cifra	Nas mãos de Cristo				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRtRnpJRzNEbzI5eklHUmxJRU55YVhOMGJ5OURhV1p5WVM1d1pHWT0ucGRm
0269	ambiguo	✗	nao_levar	Cifra	Nesta hora de clamor		num+slug	56261d22	Pode descartar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRtVnpkR0VnYUc5eVlTQmtaU0JqYkdGdGIzSXZRMmxtY21FdWNHUm0ucGRm
026a	ambiguo	✓	manter_coldigom	Cifra	Nesta vida o servo é provado		nome+slug+classe		Manter Coldigom	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRtVnpkR0VnZG1sa1lTQnZJSE5sY25adklNT3BJSEJ5YjNaaFpHOHZRMmxtY21FdWNHUm0ucGRm
026b	ambiguo	✓	(sem texto)	Partitura	No Céu Não Entra Pecado		num+slug	de35add1		QXZ1bHNvcy81ODkucGRm
026c	sem_louvor	✓	criar_praise	Cifra	No caminho para o céu (Marcas)				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRtOGdZMkZ0YVc1b2J5QndZWEpoSUc4Z1k4T3BkU0FvVFdGeVkyRnpLUzlEYVdaeVlTNXdaR1k9LnBkZg==
026d	media	✓	manter_coldigom	Cifra	No exílio		nome+kind-unico	e44cc835	Manter Coldigom	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRtOGdaWGpEcld4cGJ5OURhV1p5WVM1d1pHWT0ucGRm
026e	sem_louvor	✓	criar_praise	Cifra	No mundo a gente chora				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRtOGdiWFZ1Wkc4Z1lTQm5aVzUwWlNCamFHOXlZUzlEYVdaeVlTNXdaR1k9LnBkZg==
026f	sem_louvor	✓	criar_praise	Cifra	Nos braços de Jesus				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRtOXpJR0p5WWNPbmIzTWdaR1VnU21WemRYTXZRMmxtY21FdWNHUm0ucGRm
0270	sem_louvor	✓	criar_praise	Cifra	Nos galhos secos				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRtOXpJR2RoYkdodmN5QnpaV052Y3k5RGFXWnlZUzV3WkdZPS5wZGY=
0272	ambiguo	✓	nao_levar	Cifra	Nossa gratidão		num	1c73d801	Não precisa levar	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRtOXpjMkVnWjNKaGRHbGt3Nk52TDBOcFpuSmhMbkJrWmc9PS5wZGY=
0274	sem_louvor	✓	criar_praise	Cifra	Nossos corações se enchem de louvor				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRtOXpjMjl6SUdOdmNtSERwOE8xWlhNZ2MyVWdaVzVqYUdWdElHUmxJR3h2ZFhadmNpOURhV1p5WVM1d1pHWT0ucGRm
0277	sem_louvor	✓	criar_praise	Cifra	Nunca me esquecerei				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRuVnVZMkVnYldVZ1pYTnhkV1ZqWlhKbGFTOURhV1p5WVM1d1pHWT0ucGRm
0279	ambiguo	✓	(sem texto)	Partitura	Não Há Batalhas		nome	bd407d00		QXZ1bHNvcy8xMTE0LnBkZg==
027b	media	✓	(sem texto)	Partitura	Não Sei Quando Cristo Jesus Há De Vir		num+kind-unico	9e7117f2		QXZ1bHNvcy81NzEucGRm
027d	sem_louvor	✓	criar_praise	Cifra	Não estou só, tenho o Consolador				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRzT2pieUJsYzNSdmRTQnp3N01zSUhSbGJtaHZJRzhnUTI5dWMyOXNZV1J2Y2k5RGFXWnlZUzV3WkdZPS5wZGY=
027e	media	✓	manter_coldigom	Cifra	Não há Deus		nome~+classe+kind-unico	fab29e30	Manter o do Coldigom	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRzT2pieUJvdzZFZ1JHVjFjeTlEYVdaeVlTNXdaR1k9LnBkZg==
027f	sem_louvor	✓	criar_praise	Cifra	Não há como descrever teu amor				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRzT2pieUJvdzZFZ1kyOXRieUJrWlhOamNtVjJaWElnZEdWMUlHRnRiM0l2UTJsbWNtRXVjR1JtLnBkZg==
0280	sem_louvor	✓	criar_praise	Cifra	Não há no mundo (Não há impossível)				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRzT2pieUJvdzZFZ2JtOGdiWFZ1Wkc4Z0tFN0RvMjhnYU1PaElHbHRjRzl6YzhPdGRtVnNLUzlEYVdaeVlTNXdaR1k9LnBkZg==
0281	ambiguo	·	adicionar_material	Cifra	Não há o que temer		nome+slug+classe		adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRzT2pieUJvdzZFZ2J5QnhkV1VnZEdWdFpYSXZRMmxtY21FdWNHUm0ucGRm
0282	sem_louvor	·	criar_praise	Cifra	Não irás retroceder				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRzT2pieUJwY3NPaGN5QnlaWFJ5YjJObFpHVnlMME5wWm5KaExuQmtaZz09LnBkZg==
0283	sem_louvor	·	criar_praise	Cifra	Não por acaso				Criar praise e adicionar como Cifra	QWRpY2lvbmFkb3MvUVdScFkybHZibUZrYjNNdlRzT2pieUJ3YjNJZ1lXTmhjMjh2UTJsbWNtRXVjR1JtLnBkZg==
